200,200,200,200,200,200,200,275,275,275,275,275,275,275,275,275,275,275,200,200,200,200,200,200,200
200,200,200,200,200,275,275,275,275,275,275,275,275,275,275,275,275,275,275,200,200,200,200,200,200
200,200,200,200,200,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,200,200,200,200
200,200,200,200,400,400,400,400,400,400,275,275,275,275,275,275,275,275,275,275,275,275,200,200,200
200,200,200,200,400,400,400,400,400,400,400,275,275,275,275,275,275,275,275,275,275,275,275,200,200
200,200,200,200,400,400,400,400,400,400,400,400,275,275,275,275,275,275,275,275,275,275,275,275,200
200,200,200,200,400,400,400,400,400,400,400,400,275,275,275,275,275,275,275,275,275,275,275,275,200
200,200,200,200,200,400,400,400,400,400,400,400,275,275,275,275,275,275,275,275,275,275,275,275,200
200,200,200,200,200,400,400,400,400,400,400,400,275,275,275,275,275,275,275,275,275,275,275,275,200
200,200,200,200,200,400,400,400,400,400,400,275,275,275,275,275,275,275,275,275,275,275,275,200,200
200,200,200,200,200,200,400,400,400,400,275,275,275,275,275,275,275,275,275,275,275,275,275,200,200
165,200,200,200,200,200,400,400,400,275,275,275,275,275,275,275,275,275,275,275,275,275,275,200,200
165,200,200,200,200,200,200,200,275,275,275,275,275,275,275,275,275,275,275,275,275,275,200,200,200
165,200,200,200,200,200,200,200,200,200,275,275,275,275,275,275,275,275,275,275,275,200,200,200,200
165,165,165,200,200,200,200,200,200,200,200,275,275,275,275,275,275,275,275,275,200,200,200,200,200
165,165,165,165,200,200,200,200,200,200,200,200,275,275,275,275,275,275,275,200,200,200,200,200,165
165,165,165,165,165,165,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,165,165
165,165,150,150,150,150,150,150,150,150,150,200,200,200,200,200,200,200,200,200,200,165,165,165,165
165,165,150,150,150,150,150,150,150,150,150,165,165,165,165,165,165,165,165,165,165,165,165,165,165
165,165,150,150,150,150,150,150,150,150,150,165,165,165,165,165,165,165,165,165,165,165,165,165,165
165,165,150,150,150,150,150,150,150,150,150,165,165,165,165,165,165,165,165,165,165,165,165,165,165
165,165,150,150,150,150,150,150,150,150,150,200,200,200,200,200,165,165,165,165,165,165,165,165,165
165,165,150,150,150,150,150,150,150,150,150,200,200,200,200,200,200,200,200,165,165,165,165,165,165
165,165,165,165,165,165,165,165,165,165,165,200,200,200,200,200,200,200,200,200,200,165,165,165,165
165,165,165,165,165,165,165,165,165,165,165,200,200,200,200,200,200,200,200,200,200,200,165,165,165
165,165,165,165,165,165,165,165,165,165,165,200,200,200,200,200,200,200,200,200,200,200,200,165,165
165,165,165,165,165,165,165,165,165,165,165,200,200,200,200,200,200,200,200,200,200,200,200,200,165
165,165,165,165,165,165,165,165,165,165,165,200,200,200,200,200,200,200,200,200,200,200,200,200,165
165,165,165,165,165,165,165,165,165,165,165,200,200,200,200,200,200,200,200,200,200,200,200,200,165
165,165,165,165,165,165,165,165,165,165,165,200,200,200,200,200,200,200,200,200,200,200,200,200,165
165,165,165,165,165,165,165,165,165,165,165,165,200,200,200,200,200,200,200,200,200,200,200,200,165
165,165,165,165,165,165,165,165,165,165,165,165,200,200,200,200,200,200,200,200,200,200,200,200,165
165,165,165,165,165,165,165,165,165,165,165,165,165,200,200,200,200,200,200,200,200,200,200,165,165
165,165,165,165,165,165,165,165,165,165,165,165,165,165,200,200,200,200,200,200,200,200,165,165,165
165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,200,200,200,165,165,165,165,165,165,165
165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165
165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165
165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165
165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165
165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165
